787
2527.6519676359494,6088.522305919825
2410.131298806755,6037.351730366703
2621.3908514393443,6100.93124051168
2527.6519676359494,6088.522305919829

2434.9421663598987,6171.851471693972
2215.6960008849455,6094.154364863072
2206.943295688532,6069.6618516056005
2415.963013730743,6141.466950517686
2597.7141363552255,6195.535077759065
2656.889945671439,6233.721914424936
2434.9421663598987,6171.851471693972

2406.0740400413815,6379.800012873893
2118.439004520853,6275.844788086772
2014.8256941544532,6228.542208374278
2079.3745232121037,6239.718167792147
2286.7598282629588,6310.375432250308
2529.105713394376,6400.639139432809
2685.2184470367356,6465.210800314122
2639.6338587194623,6458.610730973047
2406.0740400413815,6379.800012873893

2195.170987046833,6392.419456281896
1968.7688718148747,6306.300800655677
1905.157043358602,6271.884512529679
2058.852358134998,6318.055786921221
2316.053990855373,6413.252958986264
2475.1800155965357,6480.814369649237
2425.1775577069493,6472.082507845225
2195.170987046833,6392.419456281896

2305.3531015067238,6600.767550552122
2110.9537984733106,6550.3910891825835
1998.9289787833477,6478.247207874669
1951.6405697613773,6467.005779508447
2010.615293175295,6463.41887973731
2208.2381645044625,6529.920553315515
2372.632617447922,6594.69575530184
2305.3531015067238,6600.767550552122

2767.314644083759,6715.704735215877
2654.5533265328995,6648.54648088694
2439.1396891741097,6549.146025806116
2290.6813188679735,6476.440145960911
2408.146463423822,6513.692544814541
2684.7296829032493,6634.928491149552
2831.9587027572197,6717.553203922511
2767.3146440837554,6715.704735215877

3091.7271520828326,6690.738253435418
2949.7804986491974,6697.2969964048825
3096.533923777115,6655.065891523962
3223.9118395141813,6659.730555202004
3091.7271520828326,6690.738253435422

3032.0526892949565,6494.395451410182
2956.955550395167,6438.523816814712
2784.3555557280306,6361.517533630464
2898.5993617114,6377.984182972003
3094.9691467594894,6440.356484759319
3032.0526892949565,6494.395451410182

3014.1872947998927,6434.871900331011
3020.93327112326,6468.593476778846
3014.1872947998927,6434.871900331014

3087.0072321055195,6346.2937637809555
2874.1037203213673,6265.537677542288
2902.0149654214256,6263.270134065115
3141.498773679523,6339.291092667012
3297.303459670413,6401.582088997922
3284.177839635253,6411.403537227423
3087.0072321055195,6346.293763780959

3194.412997324205,6504.959880704362
3181.3702204652946,6478.078210933974
3194.412997324205,6504.959880704362

3290.7691913971175,6168.996994112615
3290.7691913971175,6168.996994112615

3356.6074297281884,6128.264948696593
3157.578171149551,6041.607684267499
3004.761768809505,5962.204433767052
3129.8700599176373,6005.269412342586
3399.4893549671287,6129.536943453739
3356.6074297281884,6128.264948696589

2960.2728195860836,6066.3735993899645
2728.7762063465016,5985.869196836578
2720.5558729380937,5967.009940858054
2953.7286638775004,6034.5654089542
3186.101705990968,6118.582061588906
3193.9928744852295,6134.823056959358
2960.2728195860836,6066.373599389968

2901.0791424558993,6149.999902624721
2663.4085158077905,6070.917315080904
2641.823435719907,6044.2311315584775
2864.0006660793188,6110.262888350488
3049.230023241733,6179.164161781791
2901.0791424558993,6149.999902624721

3785.4517943533137,6415.18149489471
3550.611758013667,6349.158767669862
3599.5795763980423,6340.164766834572
3824.6206074157126,6396.799778605797
3959.508841458228,6448.961172879139
3785.4517943533247,6415.181494894718

3897.032038381287,6361.321128664997
3712.534985002807,6303.036113987979
3599.9723995652603,6253.109818007095
3720.6429331296313,6280.384264213604
3945.2703781979435,6359.187114461747
3897.032038381287,6361.321128664997

3923.449951241775,6248.425672159305
3771.0324636036967,6182.654443737487
3553.533976191691,6099.36331223663
3316.6621788833872,6015.649240218143
3106.0851402581247,5947.265357376567
2967.4438911874167,5908.631426272583
2952.7330752072376,5933.558817180528
2920.483254945386,5858.979696853217
3161.2101009488542,5935.60588746372
3338.046870679107,5989.759833995762
3448.9824052693584,6022.007784486377
3656.7934525741803,6105.958253249715
3881.5873665410036,6206.972767223528
4026.151439700461,6281.454754524075
3923.449951241775,6248.425672159305

4183.0258917226165,6173.818441400028
4177.952911969354,6144.961656764299
4183.02589172262,6173.818441400024

4320.732456099391,6546.990375623187
4140.426367490705,6517.137267744871
4007.7248435611327,6546.134337392472
3809.9517832398196,6522.483839961598
3630.7818550421216,6474.758314901654
3481.1108011166652,6558.9617916471
3355.9413055627265,6631.399777380786
3453.1169323874856,6543.219752499233
3569.596330691853,6438.991213531826
3738.355625462824,6459.638526707269
3939.9772186179507,6499.780688707931
4101.696856032591,6489.005060053689
4220.345029353361,6474.962720650939
4447.772439693024,6579.793877020013
4320.732456099391,6546.990375623187

4586.685692445142,6301.758640027809
4362.597700862134,6262.713193226482
4405.699853174468,6248.395472581324
4582.126247697692,6273.397391377159
4774.806855148472,6312.467019833828
4783.027247860617,6324.618609116034
